CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
3868	4802	48	0.9603	244.058
1516	4802	48	0.9648	174.053
4541	5209	48	0.9503	17.028
1516	3868	48	0.9675	-70.006
4131	4541	48	0.958	-179.061
4490	4835	49	0.7029	-21.982
4490	4896	49	0.8162	-42.012
1604	4490	49	0.918	-60.021
4045	5450	50	0.764	-26.015
321	5450	50	0.7629	-28.031
438	5450	50	0.7813	28.031
841	5450	50	0.7387	-12.000
1757	5450	50	0.7405	23.999
2269	5450	50	0.7709	-4.031
3370	5450	50	0.7847	-14.016
321	2004	50	0.7786	-50.015
611	2004	50	0.8169	26.015
857	2004	50	0.7616	-48.000
1757	2004	50	0.7968	2.015
2004	2269	50	0.7982	26.016
2004	3463	50	0.7418	36.000
2004	3713	50	0.7442	62.015
2004	4045	50	0.7582	47.999
2004	4266	50	0.7456	7.969
2004	5323	50	0.7817	0.000
3713	4045	50	0.8026	-14.016
321	3713	50	0.8587	12.000
438	3713	50	0.7732	68.063
747	3713	50	0.8466	-14.016
841	3713	50	0.748	28.031
857	3713	50	0.8115	14.015
1422	3713	50	0.7383	54.047
2269	3713	50	0.7943	36.000
3370	3713	50	0.7698	26.016
3463	5323	50	0.7306	-36.000
611	5323	50	0.7711	26.015
1757	5323	50	0.7635	2.015
2166	5323	50	0.7122	28.031
2269	5323	50	0.7794	-26.015
321	2269	50	0.8003	-24.000
747	2269	50	0.8213	-50.016
1757	2269	50	0.8672	28.031
2269	3370	50	0.7816	9.984
2269	3463	50	0.8126	9.985
2269	4266	50	0.7814	-18.046
321	438	50	0.8062	-56.062
321	747	50	0.8331	26.016
321	857	50	0.7987	-2.015
321	1757	50	0.7629	-52.030
321	3370	50	0.804	-14.016
321	4045	50	0.7968	-2.016
321	4266	50	0.769	-42.046
438	4045	50	0.8149	54.047
747	4045	50	0.8217	-28.032
841	4045	50	0.7922	14.015
857	4045	50	0.8124	-0.000
1422	4045	50	0.7477	40.031
3370	4045	50	0.79	12.000
438	1422	50	0.766	14.016
747	1422	50	0.7415	-68.063
841	1422	50	0.7455	-26.016
438	1757	50	0.7528	4.032
611	1757	50	0.7337	23.999
747	1757	50	0.7621	-78.046
1757	3463	50	0.7505	38.015
1757	4266	50	0.7923	9.985
611	4885	50	0.7043	28.031
3463	4266	50	0.7348	-28.031
438	4266	50	0.7585	14.017
747	4266	50	0.7813	-68.062
857	4266	50	0.7535	-40.030
3370	4266	50	0.7372	-28.030
857	3463	50	0.7707	-12.000
438	747	50	0.7754	82.079
747	857	50	0.8022	-28.031
747	3370	50	0.7954	-40.032
438	857	50	0.7714	54.047
438	3370	50	0.7862	42.047
841	3370	50	0.768	2.015
857	3370	50	0.7771	-12.000
303	2785	51	0.9473	-30.011
931	2785	51	0.9308	-34.021
2212	2785	51	1.0	-0.000
2785	3556	51	0.9289	196.074
2785	3580	51	0.9348	196.074
2785	4087	51	0.9291	196.074
2785	5386	51	0.9327	34.021
931	2212	51	0.9308	-34.021
931	3556	51	0.9423	162.052
931	3580	51	0.9645	162.053
931	4087	51	0.943	162.053
931	4243	51	0.9478	-176.032
931	4595	51	0.9352	-0.000
3556	3580	51	0.9581	0.000
3556	4087	51	0.9633	0.000
3556	5386	51	0.9294	-162.053
303	3556	51	0.9414	166.063
2212	3556	51	0.9289	196.074
4087	5386	51	0.9335	-162.053
303	5386	51	0.9455	4.010
2212	5386	51	0.9327	34.021
3580	4087	51	0.9534	0.000
4087	4243	51	0.9226	-338.085
4087	4595	51	0.9244	-162.053
303	4087	51	0.9327	166.063
2212	4087	51	0.9291	196.074
1976	4595	51	0.9228	162.053
3580	4243	51	0.9437	-338.085
4243	4595	51	0.9321	176.032
303	2212	51	0.9473	-30.011
2212	3580	51	0.9348	196.074
3580	4595	51	0.931	-162.053
1644	3095	52	0.7566	88.144
2835	3095	52	0.8297	-64.068
3095	3831	52	0.7663	28.031
1644	5608	52	0.7954	0.003
414	793	53	0.9221	-176.011
793	3610	53	0.9091	176.011
414	1934	53	0.9128	-66.011
3610	5443	53	0.9098	-58.042
414	5443	53	0.9229	-58.042
414	3610	53	0.9533	-0.000
107	445	54	0.9161	-14.016
294	445	54	0.9029	14.015
445	1334	54	0.8205	-28.031
445	1577	54	0.8615	-14.015
445	4791	54	0.8162	-42.047
294	4791	54	0.8701	-28.032
1334	4791	54	0.9255	-14.016
294	1577	54	0.9207	0.000
643	1577	54	0.8551	1.996
1334	1577	54	0.875	14.016
294	1334	54	0.9107	-14.016
294	643	54	0.8996	-1.996
4917	5430	57	0.9057	15.995
5430	5654	57	0.9185	0.002
3561	4917	57	0.9151	16.031
3990	5654	57	0.962	14.017
485	2050	58	0.7575	16.032
1309	2050	58	0.7645	-11.999
1573	2050	58	0.7672	2.016
2050	2494	58	0.8984	11.999
2050	3219	58	0.7287	26.015
2050	5121	58	0.8192	26.015
485	1573	58	0.8175	14.016
1309	1573	58	0.8591	-14.016
1573	2494	58	0.8461	14.016
1573	3219	58	0.7714	28.031
1573	5121	58	0.8552	28.031
1485	2494	58	0.7158	40.032
485	3219	58	0.7617	42.047
1309	3219	58	0.7685	14.016
2494	3219	58	0.7866	14.016
3219	5121	58	0.7757	0.000
485	2494	58	0.8056	28.031
1309	2494	58	0.8422	0.000
2494	5121	58	0.8632	14.016
485	1309	58	0.8541	28.031
485	5121	58	0.8494	42.047
1309	5121	58	0.854	14.016
3471	4691	60	0.9015	15.885
2808	4691	60	0.8884	64.917
509	3393	61	0.9102	-2.015
767	3393	61	0.9241	-28.031
1793	3393	61	0.9292	14.016
3375	3393	61	0.9361	-54.047
3393	4107	61	0.9138	-2.016
3666	5434	61	0.9579	-14.016
4960	5434	61	0.9527	-14.016
5311	5434	61	0.9447	40.031
5434	5561	61	0.9565	14.016
446	5434	61	0.9524	14.016
767	5434	61	0.9215	68.062
1215	5434	61	0.9559	-14.016
3375	5434	61	0.945	42.047
703	2466	61	0.9036	-28.031
2466	2659	61	0.8461	12.036
2466	4000	61	0.8743	26.015
2466	4707	61	0.8952	-52.031
2466	4851	61	0.8619	-30.047
2466	5402	61	0.8843	-54.048
2466	5491	61	0.9263	-28.031
446	1215	61	0.9699	28.031
1215	2826	61	0.9239	-84.094
1215	3196	61	0.9394	-40.031
1215	3375	61	0.9619	-56.063
1215	3666	61	0.9802	0.000
1215	4960	61	0.9833	-0.000
1215	5002	61	0.9251	-196.219
1215	5311	61	0.9553	-54.047
1215	5561	61	0.9823	-0.000
5002	5525	61	0.9156	-28.031
446	767	61	0.9319	-54.047
767	2826	61	0.9254	-2.016
767	3375	61	0.9492	26.015
767	3666	61	0.9303	82.078
767	4107	61	0.9248	-30.048
767	5311	61	0.9439	28.031
1364	4107	61	0.9144	28.031
3666	5311	61	0.9577	-54.047
4960	5311	61	0.9549	-54.047
5311	5561	61	0.9543	54.047
446	5311	61	0.9591	-26.016
2826	5311	61	0.9241	30.047
3196	5311	61	0.9324	-14.016
3375	5311	61	0.9586	2.016
220	2659	61	0.7862	28.031
220	4707	61	0.7901	-36.036
3666	5561	61	0.982	-0.000
4960	5561	61	0.9766	0.000
446	5561	61	0.965	28.031
1793	5561	61	0.9253	124.125
2826	5561	61	0.924	84.094
3196	5561	61	0.9324	40.031
3375	5561	61	0.9632	56.062
4960	5002	61	0.9181	-196.219
4000	4851	61	0.8737	-56.062
4000	5491	61	0.8697	-54.047
509	4000	61	0.8968	-56.063
703	4000	61	0.8939	-2.016
509	703	61	0.8882	-54.047
276	446	61	0.9161	28.031
446	2826	61	0.9213	-56.062
446	3375	61	0.9588	-28.031
446	3666	61	0.967	28.031
446	4960	61	0.9654	28.031
276	3196	61	0.927	16.031
3666	4960	61	0.9806	-0.000
1793	3666	61	0.9245	124.125
2826	3666	61	0.9276	84.094
3375	3666	61	0.9599	56.063
4707	5402	61	0.8921	-2.016
4707	5491	61	0.897	24.000
703	4707	61	0.8868	-80.063
2659	4707	61	0.8932	-64.067
3131	4707	61	0.779	-108.094
703	2659	61	0.8676	-15.995
2659	5402	61	0.8447	-66.084
2659	5491	61	0.8248	-40.067
3895	4530	61	0.8988	30.047
4530	4851	61	0.9093	2.016
1793	3196	61	0.9146	84.094
3196	4960	61	0.9336	40.031
3375	4960	61	0.9546	56.062
1793	2826	61	0.9133	40.032
1793	4107	61	0.9218	12.000
4851	5491	61	0.887	2.016
703	4851	61	0.8633	-58.078
5402	5491	61	0.8851	26.016
703	5402	61	0.8989	-82.079
3131	5402	61	0.7901	-110.110
703	5491	61	0.9013	-56.062
3375	4107	61	0.9405	-56.063
2826	4107	61	0.9236	-28.032
149	2073	62	0.8714	14.015
600	2073	62	0.8738	-14.016
2073	2245	62	0.9145	42.048
2073	2302	62	0.8764	28.032
2245	2302	62	0.8762	-14.016
763	1027	64	0.9316	0.000
1027	1182	64	0.8914	-13.979
1027	2549	64	0.9802	-0.000
1027	4817	64	0.8888	-5.026
1027	4992	64	0.8832	-13.979
4109	5273	64	0.9632	0.000
4951	5273	64	0.9146	18.010
4992	5273	64	0.9579	0.000
1182	5273	64	0.972	-0.000
4109	4992	64	0.9476	0.000
4951	4992	64	0.8933	18.010
1182	4992	64	0.9572	-0.000
763	2549	64	0.9289	0.000
4109	4951	64	0.904	-18.010
1182	4109	64	0.9677	-0.000
1182	2549	64	0.8888	13.979
1182	4951	64	0.924	-18.011
2912	3623	65	0.8686	-30.050
895	3285	65	0.83	0.003
2361	3285	65	0.8412	84.133
1220	2575	65	0.8203	230.988
194	4953	65	0.8597	-71.000
3920	4953	65	0.881	-6.948
895	4953	65	0.8431	-23.016
1178	4953	65	0.8488	8.226
2979	4953	65	0.8887	-32.963
3558	3920	65	0.9155	-34.042
3623	3920	65	0.9246	4.032
3920	4061	65	0.9374	-2.016
3920	4434	65	0.9223	-2.016
669	3920	65	0.9193	-42.011
895	3920	65	0.8739	-16.068
1220	3920	65	0.8938	28.031
2361	3920	65	0.8958	68.062
2979	3920	65	0.9546	-26.015
669	2979	65	0.9364	-15.996
669	3623	65	0.9297	-46.042
669	3877	65	0.8329	-92.052
669	4815	65	0.8459	3.923
669	5573	65	0.9064	-63.994
1827	2626	65	0.8394	56.025
2391	2626	65	0.8452	38.015
2626	3260	65	0.854	-56.026
1827	3260	65	0.8508	-0.000
3623	4061	65	0.9449	2.016
3623	4434	65	0.9438	2.016
895	3623	65	0.8584	-20.099
1220	3623	65	0.8977	24.000
2361	3623	65	0.9022	64.030
2979	3623	65	0.9445	-30.046
895	1220	65	0.873	-44.099
1220	2361	65	0.894	-40.031
1220	2979	65	0.9085	54.046
1220	3260	65	0.8491	-56.026
1220	4061	65	0.9097	26.016
2173	3558	65	0.8267	-62.873
2392	4434	65	0.849	43.043
1856	3260	65	0.824	-194.079
2979	3558	65	0.9391	8.027
469	2361	65	0.8428	-0.072
2391	3260	65	0.8311	-18.011
895	2361	65	0.8832	-84.130
1641	2979	65	0.881	5.988
2361	2979	65	0.9086	94.077
2979	4061	65	0.9548	-28.030
2979	4434	65	0.9378	-28.030
1523	4325	66	0.9416	0.051
3593	5098	67	0.7358	15.996
1125	5098	67	0.7369	-33.022
1319	5098	67	0.7604	-17.027
17	1234	67	0.7001	-162.053
17	1125	67	0.7864	-454.168
1125	1319	67	0.9255	-15.995
1125	2995	67	0.718	-15.995
17	1319	67	0.8119	-470.163
1319	5453	67	0.7362	-15.995
2995	5453	67	0.8422	-15.995
428	795	68	0.9725	-16.032
795	1590	68	0.9775	74.074
795	4539	68	0.9651	126.105
3840	4340	68	0.9822	0.000
4050	4340	68	0.9812	-12.000
4340	4647	68	0.9764	-14.015
4340	4745	68	0.9788	-38.015
4340	4882	68	0.977	-2.016
1590	4340	68	0.9802	12.000
2035	4340	68	0.9794	-26.015
2110	4340	68	0.9788	38.015
3169	4340	68	0.9769	-28.032
4050	4959	68	0.9765	-12.000
4729	4959	68	0.9786	86.036
428	4959	68	0.9696	70.042
1590	4959	68	0.9805	12.000
2125	4959	68	0.9775	28.031
1222	2587	68	0.8128	-11.940
2587	3355	68	0.9408	14.016
662	3226	68	0.9845	174.235
1887	3226	68	0.9839	2.017
3226	3840	68	0.9788	62.015
3226	4498	68	0.9845	-174.235
3226	4615	68	0.9862	33.983
3226	4647	68	0.9748	48.000
3226	5208	68	0.9816	52.031
3226	5462	68	0.9796	26.016
3169	4050	68	0.9758	-16.032
3169	4174	68	0.9699	-16.032
235	887	68	0.9622	212.249
235	5135	68	0.9604	200.250
4647	4882	68	0.9822	11.999
2035	4882	68	0.9802	-28.032
3840	5065	68	0.9832	14.016
4050	5065	68	0.9773	2.015
4615	5065	68	0.9804	42.048
4745	5065	68	0.9763	52.031
5065	5462	68	0.9765	-50.015
1887	5065	68	0.9773	78.048
2035	5065	68	0.9766	-12.000
2110	5065	68	0.9763	52.031
3840	4745	68	0.9811	-38.015
4050	4745	68	0.9795	-50.015
4745	5208	68	0.9791	28.031
4745	5462	68	0.9776	2.015
1590	4745	68	0.9775	-26.015
1887	4745	68	0.9764	26.017
2035	4745	68	0.9766	-64.030
2110	4745	68	1.0	0.000
401	3355	68	0.9705	594.465
2069	3355	68	0.965	560.511
3277	3355	68	0.9705	594.465
401	2069	68	0.9783	33.954
662	2069	68	0.9763	0.007
2069	3277	68	0.9783	-33.954
2069	4498	68	0.9763	-0.006
2069	4807	68	0.9786	-35.968
1222	5190	68	0.8174	34.112
4498	4615	68	0.9865	208.218
4615	4807	68	0.9727	-244.180
4615	5208	68	0.9836	18.048
4615	5462	68	0.9802	-7.968
662	4615	68	0.9865	208.219
1887	4615	68	0.9856	36.000
4059	5616	68	0.9744	-23.999
4479	5616	68	0.9695	6.048
498	5616	68	0.9662	-11.997
1590	2125	68	0.9822	-16.031
2125	4050	68	0.9793	40.031
2125	4059	68	0.9726	18.046
2125	4729	68	0.9752	-58.005
887	4729	68	0.9744	-38.036
3840	5208	68	0.9803	-9.984
4498	5208	68	0.9806	226.266
4647	5208	68	0.9824	4.031
5208	5462	68	0.985	-26.016
662	5208	68	0.9806	226.266
1590	5208	68	0.9806	2.015
1887	5208	68	0.9841	54.048
2110	5208	68	0.9791	28.031
1021	4059	68	0.9739	-36.000
1021	4539	68	0.9706	14.016
4498	4807	68	0.9818	-35.961
4807	5192	68	0.9689	210.196
401	4807	68	0.9786	-2.014
662	4807	68	0.9818	-35.961
3277	4807	68	0.9786	-2.014
4647	5462	68	0.9829	-21.984
1887	5462	68	0.9804	28.032
2110	5462	68	0.9776	2.015
1590	2110	68	0.9775	-26.015
1887	2110	68	0.9764	26.017
2035	2110	68	0.9766	-64.031
2110	3840	68	0.9811	38.015
2110	4050	68	0.9795	50.015
401	662	68	0.982	33.947
662	1887	68	0.9852	172.219
662	3277	68	0.982	-33.947
662	4498	68	1.0	0.000
662	5192	68	0.975	174.235
2035	3840	68	0.9807	-26.016
2035	4050	68	0.9756	-14.015
2035	4647	68	0.9782	-40.031
4729	5192	68	0.9728	24.020
428	4729	68	0.9746	-15.994
1382	4729	68	0.9744	152.230
1590	4729	68	0.9819	-74.036
3840	4050	68	0.9788	12.000
1590	4050	68	0.9834	24.000
4498	5192	68	0.975	174.234
401	5192	68	0.9714	208.182
1382	5192	68	0.9701	176.250
3277	5192	68	0.9714	208.182
498	2920	68	0.9626	19.970
4059	4479	68	0.9798	-30.047
401	3277	68	1.0	-0.000
401	4498	68	0.982	33.947
3840	4647	68	0.9834	-14.015
1887	4498	68	0.9852	-172.218
498	4059	68	0.9757	12.002
1590	3840	68	0.9793	11.999
3277	4498	68	0.982	33.948
2344	4904	70	0.7511	-126.134
1362	4904	70	0.809	-2.016
3311	4904	70	0.7223	-28.032
1362	3311	70	0.7451	26.015
226	3807	71	0.8707	17.029
226	5039	71	0.8431	27.996
4154	4457	71	0.9601	0.001
4457	4661	71	0.9106	-0.000
4457	4854	71	0.9299	-102.032
4457	5168	71	0.8816	-35.037
1391	4457	71	0.8931	84.022
1568	4457	71	0.9251	0.000
1706	4457	71	0.8717	14.016
1963	4457	71	0.9143	121.075
2553	4457	71	0.8792	119.059
2877	4457	71	0.9047	2.016
2501	5039	71	0.8502	-17.026
2501	5640	71	0.8466	11.004
3577	4245	71	0.9127	448.174
4220	4245	71	0.9186	143.059
4245	4286	71	0.8864	-2.016
553	4245	71	0.9664	0.000
617	4245	71	0.9477	0.000
1391	4245	71	0.8951	102.032
1706	4245	71	0.8989	32.026
2616	4245	71	0.9628	0.000
3327	4245	71	0.8961	2.016
3736	5133	71	0.9068	162.053
2572	3736	71	0.909	-78.030
1326	2776	71	0.8527	-9.984
1794	2776	71	0.9332	0.000
2396	2776	71	0.8504	15.995
2470	2776	71	0.8565	15.995
3409	4827	71	0.8646	2.016
4225	4827	71	0.8576	0.000
4827	4845	71	0.8546	-18.011
2034	4827	71	0.8619	-0.000
2158	4827	71	0.88	-12.000
2396	4827	71	0.8708	-14.016
2470	4827	71	0.8819	-14.015
2524	4827	71	0.8503	-14.016
1566	2524	71	0.8585	14.016
491	1794	71	0.8493	-2.015
1794	2396	71	0.8738	-15.995
1794	2470	71	0.884	-15.995
1794	3327	71	0.8846	-27.995
1794	4286	71	0.8817	-27.995
3577	4854	71	0.9019	328.132
4154	4854	71	0.9472	-102.032
4661	4854	71	0.907	-102.032
4854	5168	71	0.9311	66.995
420	4854	71	0.9074	-84.022
1391	4854	71	0.9419	-18.010
1568	4854	71	0.9232	-102.032
1963	4854	71	0.9353	19.043
2616	4854	71	0.9048	-120.043
3577	4220	71	0.8993	305.115
3577	4676	71	0.9161	-18.010
553	3577	71	0.8979	-448.174
617	3577	71	0.8994	-448.174
1391	3577	71	0.917	-346.142
2553	3577	71	0.8809	-311.105
2616	3577	71	0.8964	-448.174
1568	1963	71	0.893	-121.075
1963	2553	71	0.9341	2.016
1963	4154	71	0.9048	121.075
1963	4661	71	0.9042	121.075
1963	4676	71	0.9057	-327.099
1963	4922	71	0.9185	18.012
1963	5168	71	0.9224	86.038
1963	5640	71	0.8884	44.027
553	4220	71	0.9263	-143.059
1391	4220	71	0.9091	-41.027
2616	4220	71	0.9437	-143.059
891	2639	71	0.8488	-197.090
1484	2639	71	0.897	-162.053
4661	4922	71	0.8734	-103.064
4676	4922	71	0.9064	345.111
4922	5039	71	0.8676	-2.016
4922	5640	71	0.9182	26.015
2553	4922	71	0.91	15.995
4676	5039	71	0.8682	343.095
4676	5640	71	0.9117	371.126
2553	4676	71	0.929	-329.115
553	3327	71	0.8871	-2.016
617	3327	71	0.8882	-2.016
1905	3327	71	0.8819	36.021
2396	3327	71	0.9015	-12.000
2470	3327	71	0.9106	-11.999
3327	3524	71	0.8789	-36.021
3327	4286	71	0.9565	0.000
2034	2158	71	0.8503	12.000
2158	2396	71	0.8634	2.016
2158	2470	71	0.8659	2.015
2158	2524	71	0.847	2.016
2158	3409	71	0.8747	-14.016
3524	4764	71	0.8495	-18.010
891	4764	71	0.8737	-18.010
1484	4764	71	0.9394	17.027
2877	4764	71	0.8573	-36.021
2034	2524	71	0.8852	14.016
2396	2524	71	0.9304	0.000
2470	2524	71	0.9298	0.001
420	2616	71	0.898	36.021
491	2616	71	0.9043	-27.994
553	2616	71	0.9646	0.000
617	2616	71	0.9151	0.000
1391	2616	71	0.907	102.032
1706	2616	71	0.8979	32.026
891	1484	71	0.8921	-35.037
2396	3409	71	0.8803	-16.031
2470	3409	71	0.8826	-16.031
553	617	71	0.927	0.000
553	1391	71	0.8928	-102.032
553	1706	71	0.8838	-32.026
553	4286	71	0.8831	-2.016
702	3315	71	0.8479	17.026
1905	3315	71	0.8623	-0.001
420	1391	71	0.8822	-66.011
420	1568	71	0.9	18.010
420	1706	71	0.8935	3.995
420	1905	71	0.8836	-2.016
420	2022	71	0.8934	-14.016
420	4154	71	0.885	18.010
420	4661	71	0.8948	18.010
420	5168	71	0.9335	-17.027
4154	4661	71	0.9071	0.001
4154	5168	71	0.8874	-35.037
1391	4154	71	0.8898	84.021
1568	4154	71	0.9448	-0.001
2877	4154	71	0.9157	2.015
2034	2396	71	0.8738	14.016
2034	2470	71	0.8801	14.015
2034	4225	71	0.8595	-0.000
617	1706	71	0.8863	-32.026
1391	1706	71	0.8819	70.006
1706	2022	71	0.9248	-18.010
2553	2572	71	0.8872	-2.017
2572	2877	71	0.8534	119.061
2572	3524	71	0.8503	101.050
2572	5133	71	0.9291	84.023
891	2877	71	0.8407	18.011
1568	2877	71	0.89	-2.016
1905	2877	71	0.8707	18.010
2877	3524	71	0.9101	-18.011
2877	4661	71	0.8724	2.016
3524	4286	71	0.8692	36.021
3524	5133	71	0.8451	-17.026
891	5489	71	0.8506	-15.995
5039	5640	71	0.8931	28.031
5168	5640	71	0.8809	-42.011
2553	5640	71	0.8921	42.011
4661	5168	71	0.903	-35.037
1568	4661	71	0.8969	0.000
2022	4661	71	0.8725	32.026
2553	5039	71	0.8893	13.980
296	1905	71	0.8654	17.027
702	1905	71	0.8958	17.027
1905	4286	71	0.8817	36.021
617	4286	71	0.8678	-2.016
2396	4286	71	0.9057	-12.000
2470	4286	71	0.9191	-11.999
617	2022	71	0.8703	-50.036
1568	5168	71	0.908	-35.037
296	702	71	0.9238	-0.000
2396	2470	71	0.9765	-0.001
47	2553	71	0.8891	346.142
499	2984	73	0.9704	27.995
1679	1924	74	0.849	-15.995
1679	2340	74	0.9153	-15.995
1679	3405	74	0.8975	-49.979
1679	4839	74	0.8426	2.052
140	4570	74	0.8373	2.016
140	5232	74	0.8101	-28.031
3425	4200	74	0.8882	14.016
3425	4607	74	0.8471	-49.979
3425	4839	74	0.8074	16.031
587	3425	74	0.9026	0.000
3798	5130	74	0.891	48.000
4516	5130	74	0.8688	-28.031
5126	5130	74	0.8259	14.015
2343	2443	74	0.9383	45.995
2343	3250	74	0.9408	28.031
2343	3625	74	0.9331	28.031
2343	3718	74	0.8569	27.995
2343	4470	74	0.8593	28.979
2343	4494	74	0.9141	29.015
75	922	74	0.8819	48.000
504	922	74	0.9363	14.016
922	4265	74	0.9191	-14.016
4037	5414	74	0.979	0.000
4411	5414	74	0.8541	-28.031
731	5414	74	0.8343	-10.968
1348	1419	74	0.9227	87.980
1348	3073	74	0.9014	87.980
3798	5126	74	0.8619	33.984
5126	5211	74	0.8314	207.224
5126	5232	74	0.847	2.016
5126	5484	74	0.8527	28.031
2893	5126	74	0.8364	-193.208
347	460	74	0.8468	14.016
460	1061	74	0.8839	-33.984
460	3985	74	0.8747	-24.000
587	4607	74	0.8804	-49.979
75	4265	74	0.8846	33.984
504	4265	74	0.9385	0.000
3812	4411	74	0.8856	101.074
684	3812	74	0.9465	15.995
2456	3812	74	0.8034	-84.048
659	1830	74	0.9564	-0.000
659	1848	74	0.837	0.984
659	1924	74	0.8738	14.016
659	2340	74	0.9383	14.016
659	4622	74	0.9431	14.016
659	5484	74	0.8537	-123.131
4459	5484	74	0.8425	23.998
4516	5484	74	0.8807	-14.016
5211	5484	74	0.8573	-179.193
5232	5484	74	0.8653	26.015
1830	5484	74	0.8467	-123.130
2893	5484	74	0.8659	-165.177
3620	5223	74	0.8304	-14.052
4494	5223	74	0.8482	-42.083
4596	5223	74	0.8872	-14.041
5223	5380	74	0.8851	14.041
731	5223	74	0.8891	-14.016
1270	5223	74	0.969	-0.000
1407	5223	74	0.8849	-14.041
1563	5223	74	0.9119	-14.016
75	504	74	0.8812	33.984
75	3798	74	0.8174	-135.203
4380	5076	74	0.831	-15.036
708	5076	74	0.9545	0.000
1581	5076	74	0.9545	0.000
1685	5076	74	0.9134	14.016
2190	5076	74	0.8515	57.057
3405	4200	74	0.8195	50.016
4200	4607	74	0.8908	-63.995
1427	4200	74	0.8409	14.052
1370	1427	74	0.9155	0.000
3625	4470	74	0.8963	0.947
3718	4470	74	0.8653	0.984
4470	4494	74	0.8904	0.036
4470	4598	74	0.9261	17.063
4470	4775	74	0.9672	17.027
4470	5636	74	0.9334	17.063
2443	4470	74	0.9646	-17.016
3250	4470	74	0.9108	0.948
3625	4775	74	0.9323	17.974
3867	4775	74	0.9281	2.016
4445	4775	74	0.9191	25.990
4494	4775	74	0.9424	16.990
4598	4775	74	0.9503	-0.036
4775	5570	74	0.9285	-25.990
4775	5636	74	0.9757	0.036
1419	4775	74	0.9191	36.000
2443	4775	74	0.9349	0.011
3250	4775	74	0.9484	17.974
731	1407	74	0.8768	0.025
1270	1407	74	0.866	14.041
1295	1407	74	0.8751	156.101
1407	1563	74	0.9527	-0.025
1407	2456	74	0.8629	0.011
1407	2617	74	0.8086	-28.031
1407	3620	74	0.9419	0.011
1407	4596	74	0.9913	0.000
1407	5380	74	0.9941	0.000
761	3405	74	0.9569	14.017
1924	3405	74	0.9403	-33.984
2340	3405	74	0.9566	-33.984
1419	3073	74	0.9849	0.000
3073	3867	74	0.9324	33.984
3073	4055	74	0.8895	10.009
3073	4445	74	0.8948	10.009
3073	5172	74	0.9006	-42.011
3073	5570	74	0.9001	10.009
3073	5636	74	0.9148	36.036
3620	4596	74	0.9369	-0.011
3620	5380	74	0.9368	-0.011
731	3620	74	0.8439	0.036
1270	3620	74	0.8438	14.052
1295	3620	74	0.8484	156.113
1563	3620	74	0.9075	0.036
2456	3620	74	0.9524	0.000
4037	4411	74	0.8384	28.031
2456	4411	74	0.8852	17.026
3985	5211	74	0.8778	54.010
5211	5232	74	0.8228	-205.208
647	5211	74	0.8023	56.063
2893	5211	74	0.8608	14.016
3625	3718	74	0.8594	-0.036
3718	5505	74	0.8797	-13.979
1429	3718	74	0.8209	115.975
2443	3718	74	0.8918	-18.000
3250	3718	74	0.881	-0.036
1295	1563	74	0.8417	156.076
1295	2456	74	0.8015	156.113
1295	4596	74	0.8808	156.101
1295	5380	74	0.875	156.101
4380	5413	74	0.9187	0.000
708	4380	74	0.8119	15.036
1299	4380	74	0.8084	117.994
1581	4380	74	0.8119	15.036
1685	4380	74	0.8712	29.052
708	2190	74	0.8242	-57.057
1581	2190	74	0.8242	-57.057
2190	2560	74	0.8636	74.084
71	2277	74	0.8434	-87.031
4459	5232	74	0.8079	-2.017
1131	4459	74	0.843	-14.014
1429	3250	74	0.9072	116.011
2443	3250	74	0.9701	-17.963
3250	3625	74	0.9775	0.000
3250	4494	74	0.9155	0.984
3250	4598	74	0.9292	18.010
3250	5636	74	0.9146	18.010
2893	5232	74	0.8303	-191.193
1429	3625	74	0.8988	116.011
1429	5505	74	0.8153	101.995
1419	3867	74	0.9555	33.984
1419	4055	74	0.905	10.010
1419	4445	74	0.9079	10.010
1419	5172	74	0.919	-42.011
1419	5570	74	0.9142	10.010
1419	5636	74	0.9324	36.036
3625	4598	74	0.918	18.010
3867	4598	74	0.9087	2.052
4055	4598	74	0.9186	26.027
4494	4598	74	0.9308	17.026
4598	5570	74	0.9193	-26.027
4598	5636	74	0.9636	0.000
2443	4598	74	0.9222	0.047
2741	3798	74	0.9161	-207.224
2741	5172	74	0.9433	15.011
647	1830	74	0.9382	-0.000
761	1830	74	0.9489	33.985
1830	1848	74	0.843	0.984
1830	1924	74	0.9098	14.016
1830	2340	74	0.9633	14.016
1830	3867	74	0.9648	113.084
1830	4622	74	0.952	14.016
3625	4494	74	0.9034	0.984
4494	5636	74	0.9177	17.027
1270	4494	74	0.8609	42.083
2443	4494	74	0.9054	-16.979
4594	5172	74	0.9524	14.016
708	1581	74	1.0	0.000
1581	1685	74	0.8932	-14.016
761	4622	74	0.9379	48.001
731	1563	74	0.9387	0.000
1270	1563	74	0.8891	14.016
1563	2456	74	0.8545	0.036
1563	2617	74	0.8285	-28.006
1563	4596	74	0.9554	0.025
1563	5380	74	0.952	0.025
708	1685	74	0.8932	-14.016
1685	2340	74	0.8213	-70.990
731	1270	74	0.867	-14.016
731	4037	74	0.8339	-10.968
731	4596	74	0.8806	0.025
731	5380	74	0.8738	0.025
3867	4445	74	0.914	-23.975
