CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
3534	4950	250	1.0	-0.000
2369	3534	250	0.9675	0.000
628	3036	250	0.9429	-9.984
939	3036	250	0.9834	-0.000
1543	3036	250	0.9317	-9.984
2683	3036	250	0.9768	-0.000
3036	4013	250	0.9794	0.000
3036	4042	250	0.9648	0.000
3036	4915	250	0.9834	0.000
3036	5053	250	0.9397	9.984
3036	5090	250	0.9276	9.984
3036	5354	250	0.9729	-0.000
4895	5502	250	0.8979	-14.016
4914	5502	250	1.0	-0.000
1811	5502	250	0.8879	-14.016
4013	5354	250	0.9785	-0.000
4042	5354	250	0.9667	-0.000
4915	5354	250	0.9783	-0.000
5053	5354	250	0.9208	-9.984
939	5354	250	0.9783	-0.000
1543	5354	250	0.918	-9.984
255	628	250	0.9433	9.984
628	939	250	0.9424	-9.984
628	1543	250	0.9857	0.000
628	2369	250	0.9229	-14.016
628	4013	250	0.9351	-9.984
628	4042	250	0.9262	-9.984
628	4915	250	0.9424	-9.984
628	5053	250	0.9911	0.000
628	5090	250	0.9674	-0.000
4895	5215	250	0.8804	15.995
5090	5215	250	0.8997	0.984
557	5215	250	0.9777	0.000
1811	5215	250	0.8765	15.995
4895	4914	250	0.8979	-14.016
1811	4914	250	0.8879	-14.016
4013	5053	250	0.9285	9.984
4042	5053	250	0.9211	9.984
4915	5053	250	0.9333	9.984
5053	5090	250	0.9609	-0.000
255	5053	250	0.9328	9.984
939	5053	250	0.9333	9.984
1543	5053	250	0.9823	0.000
255	1543	250	0.9303	9.984
255	2369	250	0.9075	-4.031
255	4042	250	0.9721	0.000
255	5090	250	0.9251	9.984
939	2683	250	0.9767	0.000
2683	3824	250	0.9727	-0.000
2683	4013	250	0.9742	0.000
2683	4042	250	0.9606	0.000
2683	4915	250	0.9767	0.000
1543	2369	250	0.9165	-14.016
2369	4013	250	0.9066	4.031
2369	4950	250	0.9675	0.000
2369	5090	250	0.9101	14.016
557	4895	250	0.876	-15.995
1811	4895	250	0.9473	0.000
557	1811	250	0.8707	-15.995
4042	5090	250	0.9267	9.984
4915	5090	250	0.9253	9.984
939	5090	250	0.9253	9.984
1543	5090	250	0.9641	-0.000
3824	4013	250	0.9816	0.000
3824	4915	250	0.9837	0.000
939	3824	250	0.9837	-0.000
939	1543	250	0.9306	9.984
1543	4042	250	0.9243	-9.984
1543	4915	250	0.9306	-9.984
4013	4915	250	0.9849	0.000
939	4915	250	1.0	0.000
939	4013	250	0.9849	0.000
4013	4042	250	0.9708	0.000
253	942	251	0.7495	-2.015
13	768	254	0.8244	-33.984
4938	5666	256	0.7427	-0.000
961	1366	257	0.8829	302.042
961	2406	257	0.93	-15.996
290	1366	257	0.9267	-18.011
1366	1697	257	0.955	-0.000
1366	2406	257	0.8925	-318.038
290	1697	257	0.9318	-18.011
1697	2406	257	0.8975	-318.038
4556	5091	258	0.7879	81.021
4656	5091	258	0.9877	0.000
4685	5091	258	0.8225	30.010
5091	5100	258	0.9685	-14.016
5091	5249	258	0.9903	0.000
5091	5330	258	0.9888	0.000
5091	5555	258	0.7929	17.027
4556	4656	258	0.7913	81.021
4656	4685	258	0.8196	-30.010
4656	5100	258	0.9578	-14.016
4656	5249	258	0.9905	0.000
4656	5330	258	0.9869	0.000
4656	5555	258	0.8003	17.027
4556	4685	258	0.8528	51.010
4685	5100	258	0.8071	15.995
4685	5249	258	0.8211	30.010
4685	5330	258	0.8242	30.010
4556	5330	258	0.7956	81.021
5100	5330	258	0.9646	14.016
5249	5330	258	0.9906	0.000
5330	5555	258	0.7971	17.027
5249	5555	258	0.7994	17.027
2159	4556	258	0.7938	-30.994
1940	4556	258	0.8634	50.015
5100	5249	258	0.9593	14.016
4556	5249	258	0.7952	81.021
1345	1536	260	0.8653	-20.063
1345	1995	260	0.8133	-18.048
1345	3051	260	0.912	-20.062
1345	3254	260	0.8068	19.969
1345	4232	260	0.915	7.969
1409	3051	260	0.8018	-26.015
1409	3254	260	0.826	14.015
1409	4232	260	0.8214	2.015
2055	3987	260	0.8349	-202.084
1564	2866	260	0.8303	35.965
2640	2866	260	0.8555	21.949
2866	3051	260	0.8386	-43.989
2866	3275	260	0.9562	-0.000
2866	4442	260	0.8418	-2.015
2866	4677	260	0.8637	6.046
2866	5426	260	0.8478	2.015
2866	5537	260	0.8789	28.031
83	1191	260	0.8186	46.042
83	1782	260	0.8074	46.078
83	4610	260	0.8159	46.042
83	5096	260	0.8926	-0.000
83	5426	260	0.8109	28.031
4442	4476	260	0.8187	-36.924
4442	4677	260	0.8557	8.062
4442	5198	260	0.8389	42.047
4442	5334	260	0.8798	14.016
623	4442	260	0.9143	-28.031
2221	4442	260	0.8615	-56.062
3040	4442	260	0.8692	-28.031
3275	4442	260	0.8536	-2.015
184	3275	260	0.8367	-6.084
623	3275	260	0.8677	-26.016
2640	3275	260	0.8372	21.948
3051	3275	260	0.8472	43.989
3275	4677	260	0.8574	6.047
3275	5198	260	0.8334	40.032
3275	5426	260	0.8692	2.016
3275	5537	260	0.8671	28.031
4677	5334	260	0.86	5.954
5198	5334	260	0.8376	-28.031
623	5334	260	0.8935	-14.015
1823	5334	260	0.8498	-28.031
2221	5334	260	0.8754	-42.047
3040	5334	260	0.8701	-14.016
4610	4781	260	0.8333	-86.001
1191	4781	260	0.8359	-86.001
623	2221	260	0.8637	28.032
1823	2221	260	0.8943	14.016
2055	2221	260	0.8663	12.000
2221	3040	260	0.85	-28.031
2603	4476	260	0.8179	-47.002
1536	4232	260	0.8712	28.032
3051	4232	260	0.9338	28.031
3254	4232	260	0.8511	-12.000
1782	5506	260	0.8312	-0.000
184	1564	260	0.8492	-42.048
1564	2603	260	0.8407	44.027
1564	2640	260	0.8548	14.016
4610	5096	260	0.8261	-46.042
1191	5096	260	0.8227	-46.042
5198	5375	260	0.8339	-49.980
184	3040	260	0.8394	19.933
623	3040	260	0.9125	0.001
1823	3040	260	0.8383	-14.015
3040	4677	260	0.8743	-19.970
3040	5198	260	0.8796	14.015
3040	5537	260	0.8413	2.015
1536	1995	260	0.8499	2.015
1536	3051	260	0.9007	0.002
1536	3254	260	0.814	40.032
1191	4610	260	0.9246	-0.000
3051	3254	260	0.8468	40.030
1995	3051	260	0.8632	-2.013
1823	2055	260	0.8593	2.016
3678	5506	260	0.8238	43.988
5506	5537	260	0.8364	7.968
184	2603	260	0.8587	1.979
2603	3678	260	0.8032	-31.988
4677	5198	260	0.8603	33.985
5198	5537	260	0.8491	-12.000
184	5198	260	0.8447	33.948
623	5198	260	0.8898	14.016
184	623	260	0.8933	19.932
511	623	260	0.8627	33.949
623	4677	260	0.9007	-19.969
623	5537	260	0.8691	2.016
3678	4677	260	0.8609	29.972
4677	5537	260	0.8892	21.985
184	4677	260	0.8796	-0.037
3678	5147	260	0.8246	-0.000
3678	5537	260	0.8773	51.957
184	3678	260	0.8634	-30.009
2640	3678	260	0.8393	-1.977
2640	5507	260	0.8186	-18.046
184	2640	260	0.8369	-28.032
184	5537	260	0.8576	21.948
2640	5537	260	0.8459	49.980
3	558	264	0.8634	14.016
3	1156	264	0.9244	17.027
457	4449	265	0.8035	-35.037
3033	4449	265	0.8004	-35.037
457	3033	265	0.9045	0.000
3758	5178	267	0.9315	97.053
2168	5178	267	0.987	-0.000
2417	5178	267	0.987	0.000
2590	5178	267	0.9315	97.053
2168	2590	267	0.9302	-97.053
2417	2590	267	0.9302	-97.053
2590	3758	267	1.0	0.000
2168	2417	267	1.0	-0.000
2168	3758	267	0.9302	-97.053
2417	3758	267	0.9302	-97.053
185	2895	271	0.876	-2.016
185	4201	271	0.8546	12.001
2895	4201	271	0.8764	14.017
3750	4774	273	0.9598	-90.943
3263	4774	273	0.8893	0.001
3750	5092	273	0.9528	-30.959
241	3263	273	0.8923	13.980
241	1338	273	0.91	-16.067
1338	5549	273	0.8716	32.062
2292	4625	274	0.7299	-14.016
4021	4284	275	0.9387	0.000
4021	4984	275	0.8599	-30.010
4021	5660	275	0.9014	-18.011
2033	4021	275	0.948	-0.000
2588	4021	275	0.8708	32.026
3111	4021	275	0.8995	18.010
2229	3111	275	0.8864	30.011
2229	4984	275	0.9747	18.011
2229	5660	275	0.9141	30.010
4284	5660	275	0.9545	-18.011
2033	5660	275	0.9475	-18.011
2588	5660	275	0.9568	14.015
3111	5660	275	0.9285	-0.000
2033	2588	275	0.9116	-32.026
2588	3111	275	0.9206	14.016
2588	4284	275	0.9257	32.026
2033	3111	275	0.9021	-18.011
3111	4284	275	0.9134	18.011
4284	4984	275	0.8995	-30.010
2033	4984	275	0.8873	-30.011
2033	4284	275	0.9774	-0.000
894	1766	276	0.9926	-0.161
1766	3452	276	0.9749	-13.979
1766	4263	276	0.9742	-13.980
1766	4757	276	0.9843	0.000
1766	4869	276	0.9749	-51.935
1766	5422	276	0.9781	-51.935
1766	5535	276	0.9782	-13.980
1766	5572	276	0.9743	-26.016
1766	5584	276	0.9797	-13.979
1766	5652	276	0.9912	-0.000
3452	4869	276	0.959	-37.956
4263	4869	276	0.9599	-37.956
4757	4869	276	0.9726	-51.935
4869	5422	276	0.9898	0.000
4869	5535	276	0.9622	37.956
4869	5540	276	0.9864	0.000
4869	5584	276	0.9624	37.956
4869	5652	276	0.9769	51.935
2060	4869	276	0.9864	-0.000
3452	5535	276	0.9904	-0.000
4263	5535	276	0.9907	0.000
4757	5535	276	0.9732	-13.980
5422	5535	276	0.9627	37.956
5535	5540	276	0.9602	-37.956
5535	5584	276	0.9933	0.000
5535	5652	276	0.9743	13.980
2060	5535	276	0.9649	37.955
3452	4757	276	0.9682	13.979
4263	4757	276	0.9679	13.980
4757	5422	276	0.9707	-51.935
4757	5584	276	0.9724	-13.979
4757	5652	276	0.9859	-0.000
894	4757	276	0.985	-0.161
2060	4757	276	0.9671	51.935
3452	5540	276	0.9568	-37.956
4263	5540	276	0.9567	-37.955
5422	5540	276	0.9862	0.000
5540	5584	276	0.9603	37.956
5540	5652	276	0.9703	51.935
2060	5540	276	0.9855	-0.000
2060	3452	276	0.9605	37.956
2060	4263	276	0.9605	37.955
2060	5422	276	0.9857	-0.000
2060	5584	276	0.9658	37.955
3452	5652	276	0.9706	13.979
5422	5652	276	0.9759	51.935
5572	5652	276	0.9725	26.016
5584	5652	276	0.9757	13.979
894	5652	276	0.9934	-0.162
3452	4263	276	0.9873	-0.000
4263	5422	276	0.9594	-37.955
4263	5584	276	0.9899	0.000
3452	5584	276	0.9916	-0.000
5422	5584	276	0.9629	37.956
894	5572	276	0.972	-26.177
3452	5422	276	0.9596	-37.956
4427	4463	277	0.9346	0.000
399	5123	279	0.8297	23.963
3517	4874	280	0.7315	-0.036
3980	5514	284	0.93	148.038
4658	5514	284	0.9487	-32.026
4736	5514	284	0.9513	-14.015
4901	5514	284	0.9198	0.001
1610	5514	284	0.9269	-32.025
2442	5514	284	0.9561	-32.026
2569	5514	284	0.906	234.039
3980	4736	284	0.9373	162.053
4658	4736	284	0.9295	-18.011
4736	4901	284	0.9373	-14.016
1610	4736	284	0.9086	-18.010
2442	4736	284	0.9435	-18.011
2569	4736	284	0.9124	248.054
3980	4901	284	0.9159	148.038
4658	4901	284	0.9014	-32.026
1610	4901	284	0.9191	-32.025
2442	4901	284	0.9186	-32.027
2569	4901	284	0.9012	234.038
3980	4658	284	0.9167	180.064
1610	3980	284	0.9245	-180.063
2442	3980	284	0.9411	-180.064
2569	3980	284	0.916	86.001
1610	2442	284	0.936	0.001
1610	2569	284	0.9057	-266.064
1610	4658	284	0.9071	0.001
2442	4658	284	0.9451	-0.000
2442	2569	284	0.9133	-266.065
112	4246	285	0.7846	15.995
112	4452	285	0.8399	-86.000
4405	5129	285	0.7371	116.010
5129	5475	285	0.7197	30.011
4405	4452	285	0.9068	-15.995
4246	4405	285	0.7124	-86.001
584	3849	287	1.0	-0.000
2316	3193	289	0.8816	-17.027
2316	4844	289	0.9524	-14.016
3696	5260	290	0.9646	0.000
3810	5260	290	0.9287	0.000
4104	5260	290	0.931	-0.000
4350	5260	290	0.8789	-0.000
3696	3810	290	0.9426	-0.000
3810	4104	290	0.916	0.001
3810	4350	290	0.8645	0.001
3696	4104	290	0.9369	0.000
3696	4350	290	0.8728	0.000
4104	4350	290	0.8587	0.000
784	3808	292	0.7675	1.998
261	406	294	0.899	14.015
261	634	294	0.7883	-33.985
261	1289	294	0.8714	-14.016
1289	4377	294	0.7504	-33.985
406	634	294	0.7938	-48.000
634	4377	294	0.8137	-14.016
1722	3026	295	0.8554	14.015
2452	3026	295	0.8161	-14.017
2961	3026	295	0.8866	14.015
3026	5401	295	0.8682	-12.000
1722	2452	295	0.8148	28.032
1722	2961	295	0.8772	0.000
1722	5401	295	0.8427	2.016
995	5401	295	0.8393	-0.001
2452	5401	295	0.8196	-26.016
2961	5401	295	0.8591	2.016
995	2961	295	0.8167	-2.017
2452	2961	295	0.8468	-28.032
26	113	296	0.9092	0.000
1756	3801	296	0.8544	15.995
514	5024	296	0.8525	162.052
113	427	296	0.8857	-179.079
2237	5024	296	0.8598	62.016
427	5024	296	0.8506	38.015
427	5431	296	0.8524	38.016
1756	5024	296	0.8438	27.958
5024	5431	296	0.9513	0.000
437	2092	297	0.8693	2.015
437	4259	297	0.731	-17.027
78	5638	298	0.7186	14.017
824	3860	299	0.8706	-57.022
4925	5146	301	0.9016	0.000
743	803	303	0.9271	0.000
743	2534	303	0.9077	-248.054
743	5646	303	0.9426	-0.000
803	5646	303	0.9204	-0.000
2534	5646	303	0.8962	248.054
4193	5201	307	0.8654	0.000
1146	4193	307	0.8504	-28.031
1146	5201	307	0.8776	-28.031
240	2717	313	0.8005	36.021
2287	2717	313	0.8009	36.021
390	2939	313	0.8053	20.026
1075	2939	313	0.8062	20.027
240	3997	313	0.9398	18.010
390	3997	313	0.9519	-0.000
1075	3997	313	0.9596	0.000
2287	3997	313	0.9372	18.010
240	2287	313	0.9699	0.000
390	2287	313	0.95	-18.010
1075	2287	313	0.9462	-18.010
240	390	313	0.9479	18.010
240	1075	313	0.9652	18.010
390	1075	313	0.965	-0.000
5318	5581	314	0.7628	-86.001
3781	4351	316	0.9755	0.000
3873	4351	316	0.9755	0.000
1466	4351	316	1.0	0.000
3781	3873	316	1.0	-0.000
1466	3873	316	0.9755	0.000
1466	3781	316	0.9755	0.000
582	2567	317	0.8005	-80.985
3986	4244	319	0.7422	162.052
3318	3969	323	0.9522	17.025
3703	5189	323	0.9186	-14.016
4194	5189	323	0.9333	-14.015
4718	5189	323	0.9063	-92.026
851	5189	323	0.9161	-30.011
1801	5189	323	0.9226	-0.000
1016	3092	323	0.9381	-45.058
3092	5138	323	0.9343	45.058
3703	4194	323	0.9306	-0.001
3922	4194	323	0.8696	-63.959
4001	4194	323	0.875	-61.980
4194	4718	323	0.9221	78.011
851	4194	323	0.9523	-15.996
1801	4194	323	0.9163	14.015
3318	4194	323	0.9154	70.004
3922	4718	323	0.9093	14.052
4001	4718	323	0.8834	16.031
4718	4824	323	0.8964	-93.022
851	4718	323	0.9307	62.015
969	4718	323	0.9095	-17.027
1801	4718	323	0.9239	92.026
2222	3922	323	0.8738	28.031
682	2985	323	0.9298	15.995
1016	2985	323	0.9252	-18.011
1095	2985	323	0.9643	15.995
2985	3714	323	0.898	-1.979
2985	4455	323	0.8679	-7.954
2985	5138	323	0.9225	18.011
4769	4824	323	0.9071	-17.029
851	1801	323	0.9057	-30.011
851	3703	323	0.915	-15.995
851	3922	323	0.8871	47.964
851	4455	323	0.8685	-16.991
3714	4455	323	0.8618	-5.975
3714	5138	323	0.8851	19.990
682	3714	323	0.9162	14.016
1016	3714	323	0.8843	-19.990
1095	3714	323	0.9226	14.016
3703	3922	323	0.888	63.959
1365	2185	323	0.8713	-45.058
1016	1365	323	0.8963	-30.011
1365	5138	323	0.8901	30.011
3703	4566	323	0.9077	-0.996
4001	4566	323	0.8629	-62.975
1801	3703	323	0.9478	14.016
1801	4001	323	0.8793	75.995
1801	4455	323	0.8904	13.020
1801	4824	323	0.8635	-0.996
682	1016	323	0.9112	34.006
682	1095	323	0.951	-0.000
682	4455	323	0.8742	8.041
682	5138	323	0.9168	34.006
3703	4001	323	0.9205	61.979
3703	4455	323	0.9043	-0.996
2209	3703	323	0.8941	162.052
3318	3703	323	0.9336	70.005
1016	1095	323	0.9287	-34.006
1016	4455	323	0.8876	-25.965
1016	5138	323	0.9857	0.000
4001	4455	323	0.8709	-62.975
4455	4824	323	0.911	-14.016
4455	5138	323	0.8958	25.965
4001	4824	323	0.8798	-76.991
2469	2831	325	0.7791	14.016
1175	2831	325	0.9194	-30.011
4070	4644	326	0.8869	-42.010
4070	4819	326	0.8847	-42.011
61	4070	326	0.8223	27.994
4096	4644	326	0.8992	0.001
4096	4819	326	0.9006	0.001
4644	4819	326	0.9686	-0.001
61	4644	326	0.8746	-14.016
61	4819	326	0.8728	-14.016
4461	4571	327	0.9477	-14.016
830	4571	327	0.8503	-28.032
219	2197	327	0.9582	0.002
518	2197	327	0.922	-14.013
946	2197	327	0.9186	14.018
1003	2197	327	0.8622	-28.029
1081	2197	327	0.8626	45.060
2197	4731	327	0.8746	-28.034
2197	5404	327	0.909	-14.018
2197	5459	327	0.8945	-28.034
219	518	327	0.937	14.015
219	946	327	0.9301	-14.016
219	1003	327	0.8448	28.031
219	1081	327	0.8587	-45.058
219	4731	327	0.9003	-28.032
219	5404	327	0.9381	-14.017
219	5459	327	0.9019	-28.032
518	1738	327	0.8299	-45.057
1081	1738	327	0.946	14.016
4731	5459	327	0.9734	0.000
5404	5459	327	0.9504	-14.015
518	5459	327	0.8346	-42.047
946	5459	327	0.931	-14.016
4731	5404	327	0.9544	14.015
518	5404	327	0.8718	-28.032
946	5404	327	0.9669	-0.000
830	1003	327	0.8272	18.047
830	4461	327	0.9184	-14.016
518	946	327	0.8668	-28.031
518	1003	327	0.8503	14.016
518	4731	327	0.8346	-42.047
946	4731	327	0.941	-14.016
291	1411	330	0.8222	32.026
291	2140	330	0.8971	-17.026
291	2784	330	0.7328	-17.031
1411	2438	330	0.8155	-17.030
2140	2784	330	0.7655	-0.005
1411	2140	330	0.7608	-49.052
3732	4460	332	0.7616	14.016
3732	4487	332	0.8144	14.016
271	335	332	0.8879	-14.014
271	602	332	0.8092	26.018
271	1163	332	0.8314	82.081
271	2134	332	0.798	12.002
271	3757	332	0.7604	-96.128
3757	4460	332	0.7601	26.016
1065	3811	332	0.7906	-14.015
1991	3811	332	0.8721	-2.015
2981	3811	332	0.7415	12.001
1065	2981	332	0.77	-26.016
1104	2981	332	0.8593	4.031
3569	3757	332	0.758	0.000
335	3757	332	0.7576	-82.113
602	3757	332	0.7683	-122.146
1163	3757	332	0.7475	-178.209
1661	3757	332	0.9432	0.000
2134	3757	332	0.7468	-108.130
1104	1163	332	0.9172	28.031
1104	3137	332	0.8388	-53.015
1065	2612	332	0.7973	24.000
1065	3186	332	0.8445	2.016
1065	3994	332	0.8657	2.016
119	3994	332	0.8171	27.996
1991	3994	332	0.7402	14.016
3186	3994	332	0.8353	0.000
1661	3569	332	0.7424	0.000
1498	3186	332	0.7472	2.015
1991	3186	332	0.786	14.016
335	602	332	0.8234	40.033
335	1163	332	0.8485	96.095
335	2134	332	0.8255	26.016
2612	3186	332	0.767	-21.984
3186	5248	332	0.7921	-4.031
1163	2612	332	0.7771	26.016
2612	5248	332	0.852	-26.016
602	1163	332	0.7983	56.063
602	2134	332	0.8403	-14.016
1163	2134	332	0.8431	-70.079
1708	5105	333	0.8877	18.012
543	1120	334	0.8613	36.024
1120	1410	334	0.802	18.009
4529	4833	334	0.8134	-42.012
545	4833	334	0.7875	-60.022
545	4529	334	0.848	-18.010
1410	4529	334	0.7394	-18.047
543	1410	334	0.799	54.032
545	4222	334	0.7063	18.010
1410	2598	334	0.7433	-16.032
358	5488	336	0.9589	15.995
366	5488	336	0.9395	30.011
1384	5488	336	0.9168	-72.021
358	4512	336	0.9139	1.979
358	366	336	0.9551	-14.016
366	1384	336	0.8855	102.032
4448	5466	337	0.8145	17.027
4892	5383	338	0.9092	18.011
5086	5243	338	0.961	14.015
5086	5383	338	0.7401	120.061
1356	3392	339	0.7593	17.027
1356	2493	339	0.7468	91.046
3404	3826	342	0.7651	144.042
3826	5199	342	0.8007	17.027
3826	5220	342	0.8303	17.027
3826	5275	342	0.8437	-162.053
3404	5220	342	0.7582	161.069
3404	5275	342	0.7619	-18.011
5199	5275	342	0.8025	-179.080
5220	5275	342	0.8266	-179.080
5199	5220	342	0.9102	0.000
924	1967	343	0.7784	77.047
179	5268	348	0.8972	18.010
845	3872	349	0.9145	86.000
4305	4339	350	0.8824	15.995
166	492	352	0.7767	-44.026
4716	5479	353	0.9654	0.000
3266	4716	353	0.973	-0.000
3266	5479	353	0.9623	0.000
1704	3314	355	1.0	-0.000
3485	4230	357	0.9426	-23.015
3655	4230	357	0.961	0.000
3744	4230	357	0.9326	-39.010
4149	4230	357	0.9341	-23.015
484	4230	357	0.8298	15.995
1602	4230	357	0.8745	-24.994
1635	4230	357	0.9386	-23.014
2457	4230	357	0.8286	53.074
3030	4230	357	0.889	-39.010
484	2457	357	0.8299	-37.079
1635	2457	357	0.8477	-76.088
2457	3030	357	0.8455	92.083
2457	3485	357	0.8615	76.088
2457	3655	357	0.8206	53.073
2457	3744	357	0.8371	92.084
2457	4149	357	0.8444	76.088
3485	3744	357	0.9732	15.996
3655	3744	357	0.9407	39.011
3744	4149	357	0.9791	-15.996
484	3744	357	0.8016	55.005
1602	3744	357	0.8414	14.016
1635	3744	357	0.975	15.996
3030	3744	357	0.9408	0.000
3485	3655	357	0.9394	-23.015
3485	4149	357	0.9773	0.000
484	3485	357	0.8185	39.009
1602	3485	357	0.8504	-1.979
1635	3485	357	0.9724	0.000
3030	3485	357	0.9401	-15.995
484	1602	357	0.7761	40.988
484	1635	357	0.8146	39.009
484	3030	357	0.802	55.005
484	3655	357	0.8281	15.994
484	4149	357	0.8131	39.009
3655	4149	357	0.9455	23.015
1602	3655	357	0.8777	-24.994
1635	3655	357	0.9464	-23.015
3030	3655	357	0.8922	-39.010
1602	4149	357	0.8438	-1.979
1635	4149	357	0.9789	0.000
3030	4149	357	0.9327	-15.995
1602	1635	357	0.8517	-1.979
1602	3030	357	0.8027	14.016
1635	3030	357	0.9429	15.995
3621	4299	361	0.7204	-35.962
4299	4412	361	0.9417	-14.018
2884	4299	361	0.9228	42.013
2944	4299	361	0.8869	-15.993
847	2944	361	0.856	42.011
2944	3621	361	0.8507	19.969
2944	4397	361	0.7188	-44.025
3621	4397	361	0.7577	-63.994
847	4397	361	0.7773	-2.014
2884	4397	361	0.7857	13.981
847	2884	361	0.8952	-15.995
2338	3841	362	0.9118	-47.949
1582	2132	363	0.8671	-15.995
1582	3093	363	0.8611	-13.979
1712	1996	366	0.7953	-44.026
1996	2278	366	0.7238	-44.026
1712	2278	366	0.7728	-88.052
2733	4214	368	0.9103	-0.001
2733	5504	368	0.8918	14.015
2733	5557	368	0.9003	14.015
4214	5557	368	0.9412	14.016
5504	5557	368	0.9384	0.001
4214	5504	368	0.914	14.015
3891	4297	370	0.9567	2.016
4123	4297	370	0.9512	14.016
4228	4297	370	0.9521	48.000
4297	4660	370	0.9545	-50.016
4297	4783	370	0.966	-42.047
4297	5044	370	0.9508	-30.047
4297	5531	370	0.953	-54.047
127	4297	370	0.9615	16.032
1504	4297	370	0.9566	26.016
2057	4297	370	0.9541	16.032
3891	4228	370	0.953	-45.985
3891	4695	370	0.9644	-26.016
3891	4783	370	0.9503	-40.032
3891	5044	370	0.9452	-28.031
3891	5531	370	0.9398	-52.031
127	3891	370	0.9661	14.016
1504	3891	370	0.943	24.000
2057	3891	370	0.945	14.016
127	1504	370	0.9614	-9.984
127	2057	370	0.9613	0.000
127	4228	370	0.9598	-31.968
127	4660	370	0.9623	-33.984
127	4695	370	0.9572	-12.000
127	4783	370	0.9657	-26.016
127	5044	370	0.9622	-14.015
127	5531	370	0.9476	-38.015
4123	4660	370	0.9447	-36.000
4228	4660	370	0.9681	-2.016
4660	4695	370	0.9436	21.984
4660	4783	370	0.9617	7.968
4660	5044	370	0.9563	19.969
4660	5531	370	0.9627	-4.031
1504	4660	370	0.9703	-24.000
2057	4660	370	0.9578	-33.984
1504	2057	370	0.9536	9.984
2057	4228	370	0.9473	-31.968
2057	4783	370	0.963	-26.016
2057	5044	370	0.9607	-14.015
2057	5531	370	0.9484	-38.015
4186	4695	370	0.949	-54.047
4228	4695	370	0.9533	19.969
4695	4783	370	0.9593	-14.016
4695	5044	370	0.9485	-2.016
4695	5531	370	0.9491	-26.015
1504	4695	370	0.9506	-2.016
4123	4186	370	0.9358	40.031
4228	5531	370	0.9479	-6.047
4783	5531	370	0.9554	-12.000
5044	5531	370	0.9471	-24.000
1504	5531	370	0.9601	-28.031
4228	5044	370	0.9565	17.953
4783	5044	370	0.9648	12.000
1504	5044	370	0.9525	-4.031
4228	4783	370	0.9598	5.953
1504	4228	370	0.9624	-21.984
1504	4783	370	0.9582	-16.031
464	1992	372	0.7517	18.047
464	4018	372	0.7708	198.074
343	464	372	0.7536	52.104
128	1136	373	0.9453	0.000
1510	1853	374	0.806	-79.939
5050	5335	376	0.9146	0.001
3414	3735	381	0.8759	-162.053
1483	3109	382	0.9637	-17.028
707	4198	386	0.7624	38.025
850	1458	390	0.8343	1.979
1143	1458	390	0.8248	235.227
208	3198	391	0.9315	13.979
4184	5122	394	0.7826	-14.015
4184	5592	394	0.8877	15.996
5122	5592	394	0.7464	30.011
4012	4082	396	0.928	-20.100
4036	4082	396	0.928	-20.100
4082	4108	396	0.9365	-14.016
4082	4557	396	0.9463	28.031
4082	5291	396	0.928	20.101
4082	5594	396	0.9133	2.088
4082	5665	396	0.8867	36.094
2837	4082	396	0.896	-2.089
3110	4082	396	0.9407	-28.032
3302	4082	396	0.947	14.016
4012	4557	396	0.924	7.931
4036	4557	396	0.924	7.931
4108	4557	396	0.9211	42.047
4557	5291	396	0.924	-7.931
4557	5594	396	0.9324	-25.943
4557	5665	396	0.9097	8.062
2837	4557	396	0.9152	25.943
3110	4557	396	0.9523	-0.000
3302	4557	396	0.9403	42.047
4012	5665	396	0.9413	15.993
4036	5665	396	0.9413	15.994
4159	5665	396	0.9085	-10.009
5291	5665	396	0.9413	15.993
5594	5665	396	0.9095	34.005
2837	5665	396	0.8804	34.005
3110	5665	396	0.9201	8.062
2837	3110	396	0.89	25.943
2837	3302	396	0.9003	-16.104
2837	4108	396	0.8859	-16.104
2837	5594	396	0.9407	-0.000
4012	4036	396	1.0	-0.000
4012	4159	396	0.9272	26.003
4012	4786	396	0.9109	-203.095
4012	5291	396	1.0	0.000
4012	5594	396	0.9162	-18.012
1243	4012	396	0.9024	14.016
3110	4012	396	0.9201	-7.931
2234	4108	396	0.8735	24.000
4036	4159	396	0.9272	26.003
4159	5291	396	0.9272	-26.002
3302	4159	396	0.8739	60.119
4036	5291	396	1.0	0.000
4786	5291	396	0.9109	203.096
5291	5594	396	0.9162	-18.012
1243	5291	396	0.9024	14.016
3110	5291	396	0.9201	-7.931
1243	1885	396	0.7535	-188.069
1243	4036	396	0.9024	14.016
1243	4477	396	0.8728	-132.022
1243	4786	396	0.8181	-189.079
4036	4786	396	0.9109	-203.095
4036	5594	396	0.9162	-18.012
3110	4036	396	0.9201	-7.931
3554	4477	396	0.8458	-145.053
2467	4477	396	0.8615	146.038
2467	2697	396	0.7578	-15.994
3110	3302	396	0.9192	-42.047
3302	4108	396	0.9432	0.000
3302	5594	396	0.9078	16.104
4108	5594	396	0.8898	16.104
3110	4108	396	0.9072	-42.047
3110	5594	396	0.9123	-25.943
3532	4327	397	0.8153	-42.011
3323	4327	397	0.7948	-72.022
3323	3532	397	0.817	-30.011
5012	5642	402	0.8041	-42.011
